qseqid	sseqid	pid	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
Contig[0696].TIE1.P#DNA/Tlr	chr_001	94.361	266	14	1	2008	2273	19517858	19517594	1.6099999999999999e-111	407.0
Contig[0696].TIE1.P#DNA/Tlr	chr_001	86.866	335	29	10	4247	4566	16280741	16281075	9.8e-99	364.0
Contig[0696].TIE1.P#DNA/Tlr	chr_001	85.635	362	24	10	3354	3710	22222663	22223001	5.9e-96	355.0
Contig[0696].TIE1.P#DNA/Tlr	chr_001	85.374	294	37	6	1653	1943	13271358	13271068	2.8e-79	300.0
Contig[0696].TIE1.P#DNA/Tlr	chr_001	76.907	472	94	13	2034	2495	22124339	22124805	2.21e-65	254.0
Contig[0696].TIE1.P#DNA/Tlr	chr_001	97.931	145	3	0	397	541	31343531	31343387	7.96e-65	252.0
Contig[0696].TIE1.P#DNA/Tlr	chr_001	90.566	159	12	2	3210	3366	36097924	36097767	1.75e-51	207.0
Contig[0696].TIE1.P#DNA/Tlr	chr_001	87.578	161	18	2	2143	2302	18258076	18258235	8.19e-45	185.0
Contig[0696].TIE1.P#DNA/Tlr	chr_001	95.536	112	5	0	515	626	22256961	22257072	3.81e-43	180.0
Contig[0696].TIE1.P#DNA/Tlr	chr_001	85.0	120	16	2	3098	3217	11679994	11679877	2.34e-25	121.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	91.083	2815	175	53	1719	4469	136066	133264	0.0	3744.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	91.2	2375	185	13	1	2365	17473287	17475647	0.0	3208.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	94.719	1818	84	10	1	1807	12343287	12341471	0.0	2817.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	94.958	1785	81	9	1	1776	17406405	17404621	0.0	2791.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	94.497	1799	90	8	1	1790	6458423	6456625	0.0	2767.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	92.674	1829	101	20	1508	3331	10932291	10930491	0.0	2604.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	90.822	1874	113	35	2335	4158	12169343	12167479	0.0	2455.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	91.355	1816	106	16	1563	3367	12881668	12883443	0.0	2438.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	95.144	1524	57	11	427	1935	12171008	12169487	0.0	2388.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	91.005	1712	133	13	3	1703	29034849	29033148	0.0	2290.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	93.296	1447	77	13	1	1431	10933729	10932287	0.0	2119.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	95.29	1189	50	4	1321	2507	19856949	19858133	0.0	1881.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	83.271	2134	260	56	832	2926	31497916	31499991	0.0	1873.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	92.543	1274	86	9	1	1266	27394687	27393415	0.0	1820.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	92.006	1301	74	10	305	1595	25874040	25872760	0.0	1801.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	88.378	1480	136	20	722	2190	20673046	20671592	0.0	1748.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	95.627	1052	39	6	1	1046	15500591	15499541	0.0	1683.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	87.842	1316	100	16	1589	2903	25868155	25866899	0.0	1489.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	94.348	920	49	3	1	918	14566647	14565729	0.0	1410.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	87.609	1259	95	33	3354	4563	10929825	10928579	0.0	1408.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	88.036	1212	91	27	2949	4109	27812911	27814119	0.0	1387.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	94.118	884	44	7	2417	3296	14565727	14564848	0.0	1338.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	96.084	664	23	2	1	664	15897227	15896567	0.0	1079.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	91.744	751	51	8	369	1108	14169404	14168654	0.0	1035.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	93.133	699	44	4	2671	3366	14168653	14167956	0.0	1024.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	96.167	600	21	2	337	934	9235134	9235733	0.0	981.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	95.278	593	28	0	1	593	13084716	13084124	0.0	942.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	93.513	632	35	3	1267	1893	17876454	17877084	0.0	935.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	93.41	607	39	1	1181	1786	15498277	15497671	0.0	898.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	88.92	722	58	15	3354	4053	25865689	25864968	0.0	870.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	92.691	602	37	6	861	1455	3564	4165	0.0	861.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	89.755	654	45	13	3354	3989	10991730	10991081	0.0	817.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	89.16	655	35	8	2715	3366	10993156	10992535	0.0	785.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	92.735	468	32	2	1	467	14495021	14495487	0.0	676.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	87.966	590	46	16	3474	4048	14564849	14564270	0.0	673.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	95.599	409	16	2	2943	3350	12340215	12339808	0.0	654.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	84.859	601	61	21	3993	4567	14238745	14239341	2.4900000000000003e-164	582.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	91.727	411	34	0	13	423	20673455	20673045	1.5000000000000001e-161	573.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	87.033	455	40	12	4129	4564	1490618	1490164	2.58e-139	499.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	89.822	393	32	6	2974	3362	29033146	29032758	2.58e-139	499.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	90.11	364	28	4	3008	3366	25866890	25866530	7.26e-130	468.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	86.437	435	42	9	3456	3874	29032744	29032311	1.22e-127	460.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	92.926	311	19	2	3002	3312	14973591	14973898	2.6300000000000002e-124	449.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	96.283	269	10	0	493	761	17836136	17835868	4.4e-122	442.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	88.439	346	40	0	1767	2112	12850351	12850006	7.4199999999999995e-115	418.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	88.473	347	32	5	1	346	10673509	10673848	3.45e-113	412.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	95.102	245	12	0	1340	1584	5147829	5148073	2.09e-105	387.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	90.98	255	23	0	1	255	10739388	10739642	1.28e-92	344.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	84.179	335	39	12	4121	4443	11668954	11669286	2.78e-84	316.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	87.823	271	18	10	4311	4566	19122302	19122032	2.17e-80	303.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	96.0	175	7	0	259	433	14984576	14984402	2.18e-75	287.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	81.87	353	49	14	921	1264	30461500	30461846	2.82e-74	283.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	92.896	183	5	2	124	306	1490793	1490619	4.7599999999999994e-67	259.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	94.969	159	6	2	1001	1157	15896564	15896406	1.03e-63	248.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	90.395	177	8	5	4399	4566	26367812	26367636	1.74e-56	224.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	95.62	137	6	0	1204	1340	16178564	16178428	2.25e-55	220.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	89.143	175	19	0	3098	3272	16965631	16965457	8.079999999999999e-55	219.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	94.326	141	8	0	1	141	25875890	25875750	2.8999999999999996e-54	217.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	90.541	148	14	0	142	289	11029286	11029139	3.7799999999999995e-48	196.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	93.636	110	7	0	219	328	14371815	14371924	1.07e-38	165.0
Contig[0696].TIE1.P#DNA/Tlr	chr_003	93.258	89	4	1	1552	1638	12850426	12850338	3.89e-28	130.0
Contig[0713]#unclass/unclass	chr_002	90.487	452	39	4	1	450	18552059	18552508	2.29e-175	616.0
Contig[0713]#unclass/unclass	chr_002	88.222	450	49	4	1	448	4358617	4358170	1.41e-157	556.0
Contig[0713]#unclass/unclass	chr_002	90.106	283	28	0	168	450	12526375	12526093	5.43e-107	388.0
Contig[0713]#unclass/unclass	chr_002	87.179	312	38	2	1	311	4979969	4980279	7.08e-101	368.0
Contig[0713]#unclass/unclass	chr_002	95.5	200	9	0	251	450	19092449	19092648	3.34e-89	329.0
Contig[0713]#unclass/unclass	chr_002	77.928	444	86	8	4	444	13340858	13340424	7.33e-76	285.0
Contig[0713]#unclass/unclass	chr_002	94.839	155	7	1	296	450	4986249	4986402	3.46e-64	246.0
Contig[0713]#unclass/unclass	chr_002	89.362	188	18	2	1	187	19092261	19092447	7.49e-61	235.0
Contig[0713]#unclass/unclass	chr_002	100.0	45	0	0	406	450	19092762	19092806	2.87e-15	84.2
Contig[0713]#unclass/unclass	chr_005	86.928	459	51	2	1	450	14373854	14373396	1.1e-148	527.0
Contig[0713]#unclass/unclass	chr_004	86.71	459	52	2	1	450	20091193	20091651	5.14e-147	521.0
Contig[0713]#unclass/unclass	chr_003	77.803	446	82	11	3	447	13280059	13280488	1.23e-73	278.0
Contig[0713]#unclass/unclass	chr_003	98.214	56	1	0	1	56	1406483	1406428	1.03e-19	99.0
Contig[0727].chkTE#DNA/Tlr	chr_002	93.77	305	18	1	8	312	23498489	23498186	9.87e-133	473.0
Contig[0727].chkTE#DNA/Tlr	chr_002	91.429	210	15	3	1	208	11528356	11528148	3.81e-82	305.0
Contig[0727].chkTE#DNA/Tlr	chr_002	91.515	165	12	2	1	164	13364962	13365125	3.92e-62	239.0
Contig[0727].chkTE#DNA/Tlr	chr_002	92.357	157	11	1	1	157	11527539	11527694	1.4099999999999999e-61	237.0
Contig[0727].chkTE#DNA/Tlr	chr_002	97.321	112	2	1	202	312	10699425	10699536	4.0000000000000004e-47	189.0
Contig[0727].chkTE#DNA/Tlr	chr_002	99.038	104	1	0	209	312	11389513	11389616	1.44e-46	187.0
Contig[0727].chkTE#DNA/Tlr	chr_002	95.495	111	5	0	202	312	16848835	16848945	8.67e-44	178.0
Contig[0727].chkTE#DNA/Tlr	chr_002	95.495	111	5	0	202	312	16849577	16849467	8.67e-44	178.0
Contig[0727].chkTE#DNA/Tlr	chr_002	89.423	104	11	0	1	104	22885034	22885137	3.16e-33	143.0
Contig[0727].chkTE#DNA/Tlr	chr_003	93.537	294	17	2	20	312	12565414	12565122	9.94e-128	457.0
Contig[0727].chkTE#DNA/Tlr	chr_003	89.333	300	22	5	20	312	12891825	12891529	4.76e-106	385.0
Contig[0727].chkTE#DNA/Tlr	chr_003	91.525	177	14	1	1	177	19263551	19263376	8.37e-69	261.0
Contig[0727].chkTE#DNA/Tlr	chr_003	90.854	164	14	1	1	164	17869178	17869016	6.56e-60	231.0
Contig[0727].chkTE#DNA/Tlr	chr_003	90.566	159	14	1	1	159	17868754	17868911	3.95e-57	222.0
Contig[0727].chkTE#DNA/Tlr	chr_003	92.969	128	9	0	1	128	19263148	19263275	6.65e-50	198.0
Contig[0727].chkTE#DNA/Tlr	chr_003	97.321	112	2	1	202	312	7758262	7758373	4.0000000000000004e-47	189.0
Contig[0727].chkTE#DNA/Tlr	chr_001	93.197	294	16	4	20	312	21168098	21168388	2.7800000000000003e-123	442.0
Contig[0727].chkTE#DNA/Tlr	chr_001	90.909	209	17	2	1	208	25826386	25826179	6.38e-80	298.0
Contig[0727].chkTE#DNA/Tlr	chr_001	90.431	209	18	2	1	208	25824971	25825178	2.97e-78	292.0
Contig[0727].chkTE#DNA/Tlr	chr_001	89.048	210	20	3	1	208	13931273	13931065	8.309999999999999e-74	278.0
Contig[0727].chkTE#DNA/Tlr	chr_001	93.296	179	11	1	134	312	26291007	26290830	5e-71	268.0
Contig[0727].chkTE#DNA/Tlr	chr_001	97.321	112	2	1	202	312	13822541	13822652	4.0000000000000004e-47	189.0
Contig[0727].chkTE#DNA/Tlr	chr_001	88.321	137	12	3	1	135	729972	729838	1.45e-41	171.0
Contig[0727].chkTE#DNA/Tlr	chr_001	87.786	131	12	3	1	129	729609	729737	3.14e-38	159.0
Contig[0727].chkTE#DNA/Tlr	chr_005	90.735	313	23	4	1	312	14541771	14542078	6.03e-120	431.0
Contig[0727].chkTE#DNA/Tlr	chr_005	99.099	111	1	0	202	312	12409605	12409495	1.85e-50	200.0
Contig[0727].chkTE#DNA/Tlr	chr_005	100.0	87	0	0	226	312	14378590	14378504	8.73e-39	161.0
Contig[0727].chkTE#DNA/Tlr	chr_004	90.127	314	24	7	1	312	692177	692485	3.63e-117	422.0
Contig[0727].chkTE#DNA/Tlr	chr_004	85.577	312	21	12	20	312	14407496	14407802	1.05e-87	324.0
Contig[0727].chkTE#DNA/Tlr	chr_004	89.6	250	19	5	66	312	14389796	14389551	6.33e-85	315.0
Contig[0727].chkTE#DNA/Tlr	chr_004	90.476	210	15	5	1	208	2981759	2981965	2.97e-78	292.0
Contig[0727].chkTE#DNA/Tlr	chr_004	90.476	210	15	5	1	208	2984340	2984134	2.97e-78	292.0
Contig[0727].chkTE#DNA/Tlr	chr_004	92.414	145	10	1	20	164	20343711	20343568	1.84e-55	217.0
Contig[0727].chkTE#DNA/Tlr	chr_004	93.548	124	7	1	20	143	24818229	24818351	8.61e-49	195.0
Contig[0727].chkTE#DNA/Tlr	chr_004	93.548	124	7	1	20	143	24819220	24819098	8.61e-49	195.0
Contig[0727].chkTE#DNA/Tlr	chr_004	93.333	75	4	1	239	312	1800925	1800999	3.21e-23	110.0
Contig[0727].chkTE#DNA/Tlr	chr_004	93.333	75	4	1	239	312	1802278	1802204	3.21e-23	110.0
Contig[0727].chkTE#DNA/Tlr	chr_004	98.305	59	1	0	254	312	2981975	2982033	1.49e-21	104.0
Contig[0727].chkTE#DNA/Tlr	chr_004	98.305	59	1	0	254	312	2984124	2984066	1.49e-21	104.0
Contig[0739]#unclass/unclass	chr_001	94.194	155	9	0	3	157	22290090	22290244	2.7700000000000004e-66	252.0
Contig[0739]#unclass/unclass	chr_001	92.949	156	11	0	1	156	16057376	16057221	6e-63	241.0
Contig[0739]#unclass/unclass	chr_001	92.949	156	11	0	1	156	25099024	25098869	2.16e-62	239.0
Contig[0739]#unclass/unclass	chr_001	91.875	160	12	1	1	160	13407356	13407198	1e-60	233.0
Contig[0739]#unclass/unclass	chr_001	91.25	160	10	1	1	156	15373061	15372902	1.3e-59	230.0
Contig[0739]#unclass/unclass	chr_001	92.617	149	11	0	1	149	19853040	19853188	1.68e-58	226.0
Contig[0739]#unclass/unclass	chr_001	90.625	160	11	3	1	156	8143271	8143112	2.17e-57	222.0
Contig[0739]#unclass/unclass	chr_001	92.157	153	8	1	1	149	15807644	15807492	2.17e-57	222.0
Contig[0739]#unclass/unclass	chr_001	91.946	149	12	0	1	149	31432691	31432543	7.82e-57	220.0
Contig[0739]#unclass/unclass	chr_001	95.455	132	6	0	1	132	33208163	33208032	2.81e-56	219.0
Contig[0739]#unclass/unclass	chr_001	91.503	153	9	1	1	149	19887674	19887826	1.0099999999999999e-55	217.0
Contig[0739]#unclass/unclass	chr_001	89.375	160	13	1	1	156	21136938	21136779	1.69e-53	209.0
Contig[0739]#unclass/unclass	chr_001	89.024	164	10	5	1	156	19974379	19974542	2.19e-52	206.0
Contig[0739]#unclass/unclass	chr_001	89.61	154	11	4	1	149	12802258	12802105	2.83e-51	202.0
Contig[0739]#unclass/unclass	chr_001	87.898	157	14	2	1	157	35716689	35716840	6.129999999999999e-48	191.0
Contig[0739]#unclass/unclass	chr_001	91.603	131	11	0	1	131	15189507	15189377	2.2e-47	189.0
Contig[0739]#unclass/unclass	chr_001	87.919	149	16	2	1	149	34013207	34013061	1.03e-45	183.0
Contig[0739]#unclass/unclass	chr_001	83.929	168	15	5	1	156	16502263	16502430	4.81e-39	161.0
Contig[0739]#unclass/unclass	chr_001	92.079	101	7	1	1	101	18186469	18186568	1.3499999999999999e-34	147.0
Contig[0739]#unclass/unclass	chr_001	92.0	100	8	0	1	100	33654167	33654266	1.74e-33	143.0
Contig[0739]#unclass/unclass	chr_001	93.333	90	6	0	3	92	15167933	15168022	2.25e-32	139.0
Contig[0739]#unclass/unclass	chr_001	87.963	108	5	5	3	102	19939821	19939714	6.3099999999999995e-28	124.0
Contig[0739]#unclass/unclass	chr_001	95.89	73	3	0	1	73	22190385	22190313	2.2700000000000002e-27	122.0
Contig[0739]#unclass/unclass	chr_001	96.923	65	2	0	1	65	2543043	2543107	1.36e-24	113.0
Contig[0739]#unclass/unclass	chr_001	96.923	65	2	0	1	65	3904162	3904226	1.36e-24	113.0
Contig[0739]#unclass/unclass	chr_001	87.143	70	5	3	1	66	23134854	23134923	4.98e-14	78.7
Contig[0739]#unclass/unclass	chr_003	93.168	161	11	0	1	161	18655001	18654841	3.59e-65	248.0
Contig[0739]#unclass/unclass	chr_003	94.079	152	9	0	1	152	24719624	24719473	4.6400000000000004e-64	244.0
Contig[0739]#unclass/unclass	chr_003	94.631	149	8	0	1	149	6663992	6664140	6e-63	241.0
Contig[0739]#unclass/unclass	chr_003	93.421	152	10	0	1	152	9926597	9926748	7.76e-62	237.0
Contig[0739]#unclass/unclass	chr_003	93.96	149	9	0	1	149	16051727	16051579	2.7899999999999998e-61	235.0
Contig[0739]#unclass/unclass	chr_003	92.308	156	10	2	1	156	306492	306339	1e-60	233.0
Contig[0739]#unclass/unclass	chr_003	92.81	153	10	1	1	152	25874039	25874191	3.6099999999999996e-60	231.0
Contig[0739]#unclass/unclass	chr_003	92.763	152	11	0	1	152	31115335	31115486	3.6099999999999996e-60	231.0
Contig[0739]#unclass/unclass	chr_003	91.447	152	13	0	1	152	7208579	7208428	7.82e-57	220.0
Contig[0739]#unclass/unclass	chr_003	89.375	160	13	1	1	156	13310471	13310312	4.7099999999999995e-54	211.0
Contig[0739]#unclass/unclass	chr_003	89.091	165	10	5	1	157	19664264	19664428	4.7099999999999995e-54	211.0
Contig[0739]#unclass/unclass	chr_003	91.549	142	11	1	1	141	14089758	14089899	7.87e-52	204.0
Contig[0739]#unclass/unclass	chr_003	89.677	155	10	3	1	149	16527739	16527893	2.83e-51	202.0
Contig[0739]#unclass/unclass	chr_003	86.826	167	13	5	1	161	175788	175951	7.930000000000001e-47	187.0
Contig[0739]#unclass/unclass	chr_003	92.857	56	4	0	1	56	5068267	5068322	2.98e-16	86.1
Contig[0739]#unclass/unclass	chr_003	97.619	42	1	0	1	42	13357873	13357914	2.32e-12	73.1
Contig[0739]#unclass/unclass	chr_004	94.079	152	9	0	1	152	14929045	14929196	1.6700000000000001e-63	243.0
Contig[0739]#unclass/unclass	chr_004	92.763	152	11	0	1	152	3495341	3495190	3.6099999999999996e-60	231.0
Contig[0739]#unclass/unclass	chr_004	92.617	149	11	0	4	152	10760616	10760468	4.67e-59	228.0
Contig[0739]#unclass/unclass	chr_004	92.105	152	12	0	1	152	18369465	18369314	1.68e-58	226.0
Contig[0739]#unclass/unclass	chr_004	90.683	161	10	5	1	156	30935346	30935186	7.82e-57	220.0
Contig[0739]#unclass/unclass	chr_004	89.286	168	10	5	1	160	15502136	15502303	1.0099999999999999e-55	217.0
Contig[0739]#unclass/unclass	chr_004	91.275	149	13	0	4	152	18873142	18872994	3.64e-55	215.0
Contig[0739]#unclass/unclass	chr_004	90.789	152	14	0	1	152	29998551	29998702	1.31e-54	213.0
Contig[0739]#unclass/unclass	chr_004	91.216	148	13	0	1	148	566548	566401	4.7099999999999995e-54	211.0
Contig[0739]#unclass/unclass	chr_004	89.308	159	15	2	3	159	16441995	16441837	1.69e-53	209.0
Contig[0739]#unclass/unclass	chr_004	90.196	153	11	1	1	149	12735696	12735544	6.09e-53	207.0
Contig[0739]#unclass/unclass	chr_004	89.474	152	16	0	1	152	22264451	22264602	2.83e-51	202.0
Contig[0739]#unclass/unclass	chr_004	89.933	149	14	1	1	149	6890018	6890165	1.02e-50	200.0
Contig[0739]#unclass/unclass	chr_004	90.541	148	9	2	4	147	21297207	21297353	1.02e-50	200.0
Contig[0739]#unclass/unclass	chr_004	91.304	138	12	0	3	140	4656228	4656365	3.66e-50	198.0
Contig[0739]#unclass/unclass	chr_004	88.591	149	16	1	1	149	12702780	12702633	6.129999999999999e-48	191.0
Contig[0739]#unclass/unclass	chr_004	86.747	166	16	3	1	160	13742304	13742469	2.2e-47	189.0
Contig[0739]#unclass/unclass	chr_004	92.188	128	10	0	2	129	28894856	28894983	2.2e-47	189.0
Contig[0739]#unclass/unclass	chr_004	88.811	143	16	0	7	149	16792908	16792766	7.930000000000001e-47	187.0
Contig[0739]#unclass/unclass	chr_004	87.582	153	15	3	1	149	16748291	16748139	1.33e-44	180.0
Contig[0739]#unclass/unclass	chr_004	96.739	92	3	0	1	92	23758073	23758164	6.22e-38	158.0
Contig[0739]#unclass/unclass	chr_004	83.66	153	22	2	1	152	25331484	25331634	1.04e-35	150.0
Contig[0739]#unclass/unclass	chr_004	92.0	100	7	1	2	101	4662511	4662413	4.84e-34	145.0
Contig[0739]#unclass/unclass	chr_004	95.455	88	3	1	1	88	18263508	18263594	1.74e-33	143.0
Contig[0739]#unclass/unclass	chr_004	91.089	101	8	1	1	101	17623117	17623216	6.26e-33	141.0
Contig[0739]#unclass/unclass	chr_004	82.317	164	9	10	1	156	14531124	14530973	1.0499999999999999e-30	134.0
Contig[0739]#unclass/unclass	chr_004	81.818	154	14	2	4	157	26418580	26418719	3.7699999999999995e-30	132.0
Contig[0739]#unclass/unclass	chr_004	95.455	66	3	0	1	66	12393457	12393522	1.7699999999999998e-23	110.0
Contig[0739]#unclass/unclass	chr_004	95.161	62	3	0	4	65	7973706	7973767	2.95e-21	102.0
Contig[0739]#unclass/unclass	chr_004	85.149	101	3	7	1	101	12715160	12715072	4.94e-19	95.3
Contig[0739]#unclass/unclass	chr_004	90.278	72	3	1	1	68	18567511	18567582	6.4e-18	91.6
Contig[0739]#unclass/unclass	chr_002	94.079	152	9	0	1	152	3908230	3908381	1.6700000000000001e-63	243.0
Contig[0739]#unclass/unclass	chr_002	92.949	156	10	1	2	157	7121931	7122085	2.16e-62	239.0
Contig[0739]#unclass/unclass	chr_002	93.421	152	10	0	1	152	7733235	7733084	7.76e-62	237.0
Contig[0739]#unclass/unclass	chr_002	91.72	157	12	1	1	157	7407933	7408088	4.67e-59	228.0
Contig[0739]#unclass/unclass	chr_002	91.667	156	9	1	1	152	24582021	24581866	6.040000000000001e-58	224.0
Contig[0739]#unclass/unclass	chr_002	89.809	157	12	1	1	153	23831167	23831011	4.7099999999999995e-54	211.0
Contig[0739]#unclass/unclass	chr_002	89.172	157	13	1	1	153	8723350	8723194	7.87e-52	204.0
Contig[0739]#unclass/unclass	chr_002	90.0	150	11	1	7	152	15120162	15120013	2.83e-51	202.0
Contig[0739]#unclass/unclass	chr_002	88.485	165	10	2	1	156	23847064	23846900	2.83e-51	202.0
Contig[0739]#unclass/unclass	chr_002	88.125	160	11	2	1	152	16461409	16461568	1.32e-49	196.0
Contig[0739]#unclass/unclass	chr_002	93.6	125	8	0	1	125	11249641	11249517	4.74e-49	195.0
Contig[0739]#unclass/unclass	chr_002	89.189	148	12	1	2	149	18952698	18952841	1.6999999999999998e-48	193.0
Contig[0739]#unclass/unclass	chr_002	87.898	157	11	5	1	149	13596897	13596741	7.930000000000001e-47	187.0
Contig[0739]#unclass/unclass	chr_002	87.417	151	17	1	4	152	13463500	13463350	1.03e-45	183.0
Contig[0739]#unclass/unclass	chr_002	90.511	137	3	7	3	130	16296433	16296568	1.72e-43	176.0
Contig[0739]#unclass/unclass	chr_002	92.079	101	8	0	2	102	22070109	22070209	4.84e-34	145.0
Contig[0739]#unclass/unclass	chr_002	86.777	121	11	2	1	117	10334683	10334802	8.1e-32	137.0
Contig[0739]#unclass/unclass	chr_002	83.007	153	13	4	1	149	7744439	7744582	2.9100000000000003e-31	135.0
Contig[0739]#unclass/unclass	chr_002	94.186	86	4	1	1	86	16061218	16061134	1.0499999999999999e-30	134.0
Contig[0739]#unclass/unclass	chr_002	92.424	66	5	0	1	66	4273129	4273194	1.37e-19	97.1
Contig[0739]#unclass/unclass	chr_005	94.079	152	9	0	1	152	17456724	17456875	6e-63	241.0
Contig[0739]#unclass/unclass	chr_005	94.631	149	8	0	1	149	26949949	26950097	6e-63	241.0
Contig[0739]#unclass/unclass	chr_005	92.308	156	12	0	1	156	13552098	13552253	1e-60	233.0
Contig[0739]#unclass/unclass	chr_005	93.878	147	9	0	1	147	24738805	24738951	3.6099999999999996e-60	231.0
Contig[0739]#unclass/unclass	chr_005	93.289	149	10	0	1	149	26253651	26253503	1.3e-59	230.0
Contig[0739]#unclass/unclass	chr_005	93.289	149	9	1	1	149	21247713	21247566	4.67e-59	228.0
Contig[0739]#unclass/unclass	chr_005	88.506	174	20	0	1	174	24263717	24263890	4.67e-59	228.0
Contig[0739]#unclass/unclass	chr_005	91.447	152	13	0	1	152	22778317	22778166	7.82e-57	220.0
Contig[0739]#unclass/unclass	chr_005	87.429	175	21	1	1	174	26712498	26712672	1.0099999999999999e-55	217.0
Contig[0739]#unclass/unclass	chr_005	90.446	157	11	1	1	153	16250653	16250809	1.31e-54	213.0
Contig[0739]#unclass/unclass	chr_005	89.172	157	13	1	4	156	13119535	13119379	1.69e-53	209.0
Contig[0739]#unclass/unclass	chr_005	88.75	160	14	1	1	160	5844771	5844616	2.19e-52	206.0
Contig[0739]#unclass/unclass	chr_005	87.805	164	16	1	1	160	16911008	16910845	7.87e-52	204.0
Contig[0739]#unclass/unclass	chr_005	90.066	151	11	1	3	149	14664879	14664729	2.83e-51	202.0
Contig[0739]#unclass/unclass	chr_005	88.199	161	11	2	1	153	13990312	13990152	3.66e-50	198.0
Contig[0739]#unclass/unclass	chr_005	88.816	152	13	2	1	149	18554194	18554044	1.6999999999999998e-48	193.0
Contig[0739]#unclass/unclass	chr_005	89.189	148	13	1	4	148	1009894	1009747	6.129999999999999e-48	191.0
Contig[0739]#unclass/unclass	chr_005	91.603	131	11	0	1	131	14606124	14606254	2.2e-47	189.0
Contig[0739]#unclass/unclass	chr_005	89.706	136	9	2	1	132	12381915	12382049	6.170000000000001e-43	174.0
Contig[0739]#unclass/unclass	chr_005	95.918	98	4	0	1	98	469808	469905	3.72e-40	165.0
Contig[0739]#unclass/unclass	chr_005	93.069	101	7	0	1	101	16794098	16794198	2.89e-36	152.0
Contig[0739]#unclass/unclass	chr_005	91.919	99	8	0	1	99	26167781	26167683	1.74e-33	143.0
Contig[0739]#unclass/unclass	chr_005	91.0	100	9	0	1	100	10140774	10140675	2.25e-32	139.0
Contig[0739]#unclass/unclass	chr_005	93.023	86	6	0	3	88	22423278	22423363	1.36e-29	130.0
Contig[0739]#unclass/unclass	chr_005	93.939	66	4	0	1	66	9753761	9753696	8.2100000000000005e-22	104.0
